"date","corr_outflow_m3s"
2019-01-01,4.89184171200173
2019-01-02,1.66367024256196
2019-01-03,2.26149956961718
2019-01-04,20.8452723374761
2019-01-05,2.38319593517439
2019-01-06,1.64924608664225
2019-01-07,1.64924608664225
2019-01-08,2.22197144112729
2019-01-09,4.62813324980996
2019-01-10,1.70476634519211
2019-01-11,1.64924608664225
2019-01-12,1.64924608664225
2019-01-13,20.476480027141
2019-01-14,1.63395538355651
2019-01-15,1.63395538355651
2019-01-16,1.63395538355651
2019-01-17,1.63395538355651
2019-01-18,1.63395538355651
2019-01-19,1.67064805744553
2019-01-20,6.10145788481032
2019-01-21,1.63395538355651
2019-01-22,1.63395538355651
2019-01-23,1.68729914846244
2019-01-24,9.31666264097075
2019-01-25,0
2019-01-26,1.64924608664225
2019-01-27,1.65181962297321
2019-01-28,1.64924608664225
2019-01-29,1.73211016995048
2019-01-30,2.90997609299373
2019-01-31,1.64924608664225
2019-02-01,1.64924608664225
2019-02-02,1.64924608664225
2019-02-03,1.64924608664225
2019-02-04,1.64924608664225
2019-02-05,1.64966239399784
2019-02-06,1.6775549855118
2019-02-07,3.17482327567893
2019-02-08,3.19993416170439
2019-02-09,1.64924608664225
2019-02-10,1.64924608664225
2019-02-11,1.64924608664225
2019-02-12,2.54805364125908
2019-02-13,5.54660185445847
2019-02-14,1.64924608664225
2019-02-15,1.86879144557011
2019-02-16,1.65159254621027
2019-02-17,20.476480027141
2019-02-18,1.8466146671578
2019-02-19,1.63395538355651
2019-02-20,1.66228483915044
2019-02-21,3.00676616066619
2019-02-22,1.63395538355651
2019-02-23,1.63395538355651
2019-02-24,0
2019-02-25,1.75417445877528
2019-02-26,20.476480027141
2019-02-27,1.63395538355651
2019-02-28,2.37199045539805
2019-03-01,1.63395538355651
2019-03-02,1.63395538355651
2019-03-03,20.5576681516698
2019-03-04,3.59551122681177
2019-03-05,1.61850241498147
2019-03-06,1.61850241498147
2019-03-07,1.61850241498147
2019-03-08,1.61850241498147
2019-03-09,1.61850241498147
2019-03-10,3.56231663928672
2019-03-11,1.63228660250392
2019-03-12,1.61850241498147
2019-03-13,1.61850241498147
2019-03-14,1.61850241498147
2019-03-15,1.7970779724157
2019-03-16,1.61850241498146
2019-03-17,1.61850241498147
2019-03-18,1.61850241498147
2019-03-19,1.61850241498147
2019-03-20,1.61850241498146
2019-03-21,1.61850241498147
2019-03-22,2.71407339384553
2019-03-23,2.06891715156885
2019-03-24,1.61850241498147
2019-03-25,1.61850241498147
2019-03-26,1.61850241498147
2019-03-27,1.61850241498147
2019-03-28,1.61850241498147
2019-03-29,2.32905384564804
2019-03-30,1.61850241498147
2019-03-31,2.81813932155056
2019-04-01,1.61850241498147
2019-04-02,0
2019-04-03,1.63395538355651
2019-04-04,1.63395538355651
2019-04-05,1.75676659098585
2019-04-06,2.15533792754178
2019-04-07,1.63395538355651
2019-04-08,0
2019-04-09,2.88518689094415
2019-04-10,1.65602054244885
2019-04-11,1.64924608664225
2019-04-12,1.65015439360592
2019-04-13,0
2019-04-14,1.71619311027937
2019-04-15,5.06376248235274
2019-04-16,0
2019-04-17,1.67866301267371
2019-04-18,1.87046299088116
2019-04-19,1.78874620576814
2019-04-20,0
2019-04-21,1.95612182982163
2019-04-22,0
2019-04-23,3.35804828894923
2019-04-24,2.3111495181596
2019-04-25,1.70970157376567
2019-04-26,0
2019-04-27,7.27763135834451
2019-04-28,0
2019-04-29,1.80927390223754
2019-04-30,1.9907390144696
2019-05-01,1.88682209761597
2019-05-02,22.9014656132268
2019-05-03,2.81233438557599
2019-05-04,2.31419780309474
2019-05-05,1.76245881011729
2019-05-06,1.72651642303083
2019-05-07,21.7679513077557
2019-05-08,1.71436516612114
2019-05-09,1.71032338605862
2019-05-10,3.00909498991922
2019-05-11,21.2199634443899
2019-05-12,1.96190272144703
2019-05-13,2.26014243673759
2019-05-14,4.05311135626022
2019-05-15,1.88147460103603
2019-05-16,1.69295543777162
2019-05-17,2.34406238253732
2019-05-18,1.69295543777162
2019-05-19,2.36346134318762
2019-05-20,2.7580751211455
2019-05-21,1.69295543777162
2019-05-22,1.69295543777162
2019-05-23,1.91037906278203
2019-05-24,2.52377438857233
2019-05-25,1.70575875596745
2019-05-26,1.75084195552088
2019-05-27,1.69295543777162
2019-05-28,3.67599545503135
2019-05-29,2.30984258181994
2019-05-30,1.70242213351835
2019-05-31,1.84294824910065
2019-06-01,1.69295543777162
2019-06-02,4.37459102045573
2019-06-03,0
2019-06-04,1.70970157376567
2019-06-05,21.5036539367368
2019-06-06,0
2019-06-07,1.70970157376567
2019-06-08,1.70970157376567
2019-06-09,1.70970157376567
2019-06-10,1.70970157376567
2019-06-11,6.26253355697409
2019-06-12,1.70970157376567
2019-06-13,2.44895869484911
2019-06-14,21.3299943836922
2019-06-15,1.69295543777162
2019-06-16,5.60208009188439
2019-06-17,1.79972735469734
2019-06-18,1.69311062950424
2019-06-19,1.72438176464493
2019-06-20,2.1771536519704
2019-06-21,3.10558821601962
2019-06-22,1.70257732551069
2019-06-23,1.69295543777162
2019-06-24,1.69295543777162
2019-06-25,5.47482287596269
2019-06-26,1.76837862369033
2019-06-27,1.70769865263094
2019-06-28,1.69295543777162
2019-06-29,1.86335596965339
2019-06-30,3.01460705046728
2019-07-01,1.69295543777162
2019-07-02,1.69295543777162
2019-07-03,1.69295543777162
2019-07-04,1.69295543777162
2019-07-05,1.69295543777162
2019-07-06,4.29024431079733
2019-07-07,1.7274855997548
2019-07-08,1.69295543777162
2019-07-09,21.0489456869196
2019-07-10,1.67866301267371
2019-07-11,2.1957157767942
2019-07-12,2.66437652490804
2019-07-13,1.67866301267371
2019-07-14,1.67866301267371
2019-07-15,1.67866301267371
2019-07-16,1.67943175003784
2019-07-17,2.69339637162143
2019-07-18,1.67866301267371
2019-07-19,1.67866301267371
2019-07-20,1.67866301267371
2019-07-21,1.76091791330957
2019-07-22,7.13393096425762
2019-07-23,8.05645424714976
2019-07-24,1.67866301267371
2019-07-25,1.68581227009862
2019-07-26,1.67866301267371
2019-07-27,1.69695896282382
2019-07-28,1.67866301267371
2019-07-29,20.9858847428445
2019-07-30,1.80810812736287
2019-07-31,2.19901416089419
2019-08-01,1.66367024256196
2019-08-02,1.66367024256196
2019-08-03,2.66473474308302
2019-08-04,1.66367024256196
2019-08-05,1.66367024256196
2019-08-06,1.66367024256196
2019-08-07,3.45532600233166
2019-08-08,3.74000301425297
2019-08-09,1.70855897158651
2019-08-10,1.82818591059305
2019-08-11,20.8794852325788
2019-08-12,1.64924608664225
2019-08-13,1.89736525979206
2019-08-14,1.64924608664225
2019-08-15,1.99409994252248
2019-08-16,2.41744666040723
2019-08-17,2.37967623934574
2019-08-18,2.43629402439594
2019-08-19,3.50128387286861
2019-08-20,1.64924608664225
2019-08-21,4.15730857329987
2019-08-22,1.69511558575191
2019-08-23,1.64924608664225
2019-08-24,1.64924608664225
2019-08-25,1.64924608664225
2019-08-26,1.64924608664225
2019-08-27,1.64924608664225
2019-08-28,5.38284154735177
2019-08-29,3.10730579699735
2019-08-30,1.64924608664225
2019-08-31,1.64924608664225
2019-09-01,1.64924608664225
2019-09-02,3.77899872196982
2019-09-03,1.66786637789938
2019-09-04,2.56542499037244
2019-09-05,1.64924608664225
2019-09-06,1.64924608664225
2019-09-07,5.29659040060579
2019-09-08,1.65976730834904
2019-09-09,1.64924608664225
2019-09-10,1.64924608664225
2019-09-11,1.6836103665693
2019-09-12,2.7445128297457
2019-09-13,1.64924608664225
2019-09-14,1.68156667455726
2019-09-15,1.65276577597225
2019-09-16,1.64924608664225
2019-09-17,1.64924608664225
2019-09-18,1.64924608664225
2019-09-19,1.64924608664225
2019-09-20,1.64924608664225
2019-09-21,1.64924608664225
2019-09-22,1.64924608664225
2019-09-23,20.4953161018915
2019-09-24,2.21290096736491
2019-09-25,1.63395538355651
2019-09-26,2.83411470907153
