depth,temp
0.5,0.617454451761424
1.5,0.62315728351677
4,0.690080510600836
5,0.881137207123714
6,0.702871096131985
7,2.16298854468637
8,0.652184363845412
9,0.732905178041471
10,0.722184187032644
